userid_x,userid_y,N_previous,n_prev_match,CE_alter,Pi_alter,meetup,Rank,CCE_alters,Pi_alters,CCE_ego_alter,Pi_ego_alter,CCE_ego_alters,Pi_ego_alters,LZ_entropy,Pi,ODLR,CODLR,category,Pi_alters_ratio,Pi_ego_alters_ratio,a_Pi
anita-brooklynbybike-singh,yawen-c,1239,309,8.532390337,0.107493459,20,1,8.532390337,0.107493459,5.123345292,0.54172101,5.123345292,0.54172101,5.221207435,0.531105677,0.205426357,0.205426357,social network,0.20239561287912952,1.019987233162262,0.4689699741026765
anna-frenkel,erin-gleason,1246,259,8.341415955,0.137301242,63,1,8.341415955,0.137301242,5.892808131000001,0.45572537700000004,5.892808131000001,0.45572537700000004,6.020472162999999,0.44105317,0.18128655,0.18128655,social network,0.3113031519533121,1.0332662998431688,0.4033907327849764
ari-greenberg,sarah-cooley,1343,161,9.585371615,0.057167700999999994,9,1,9.585371615,0.057167700999999994,6.69224078,0.419078419,6.69224078,0.419078419,6.81223211,0.40620648,0.082236842,0.082236842,social network,0.14073557122968594,1.0316881675545895,0.44647878717161205
ben-kessler,jesse-middleton,1179,161,8.81823921,0.054323052999999996,5,1,8.81823921,0.054323052999999996,6.00646925,0.442850516,6.00646925,0.442850516,6.127581231000001,0.428817412,0.142023346,0.142023346,social network,0.12668108029158107,1.032725126376165,0.42993405781466076
ben-parr,nathaniel-mcnamara,480,140,7.68392179,0.215829487,44,1,7.68392179,0.215829487,6.431441096,0.380849025,6.431441096,0.380849025,6.742532418,0.34204856,0.167755991,0.167755991,social network,0.6309907780345574,1.1134355455260505,0.4208982880792659
ben-roodman,meghan-murphy,926,343,8.84070101,0.160973259,31,1,8.84070101,0.160973259,5.635328153,0.525751097,5.635328153,0.525751097,5.747973695,0.51436574,0.13651877099999998,0.13651877099999998,social network,0.31295486165155556,1.022134749876615,0.4463651252653375
blake-whitman,andrew-pile,554,152,7.516246637999999,0.183907045,53,1,7.516246637999999,0.183907045,5.480318219,0.464035275,5.480318219,0.464035275,5.7604792410000005,0.429263522,0.27190332300000003,0.27190332300000003,social network,0.4284245820449658,1.0810032793795137,0.3674073926060792
brandon-chesnutt,henry-balanon,535,168,7.545931154,0.187503769,71,1,7.545931154,0.187503769,5.009725414,0.524175899,5.009725414,0.524175899,5.267727829,0.493759061,0.36127167600000004,0.36127167600000004,social network,0.37974749996537277,1.0616025920383059,0.33604387783996853
brian-kalma,kevan-davis,227,273,6.9729137539999995,0.348337864,5,1,6.9729137539999995,0.348337864,4.717465003,0.59605133,4.717465003,0.59605133,4.80509617,0.587112725,0.035598706,0.035598706,social network,0.5933066158632484,1.015224682789834,0.4912596706847365
brian-moore3,david-altobelli,595,242,7.833090463,0.238012038,74,1,7.833090463,0.238012038,5.917478825,0.467521287,5.917478825,0.467521287,6.198586819,0.43615428,0.148514851,0.148514851,social network,0.5457060698796765,1.071917228463286,0.4565234199630644
brian-papa,damien-basile,2292,346,8.495134837,0.090890261,27,1,8.495134837,0.090890261,5.87209651,0.44933203,5.87209651,0.44933203,5.830738836,0.45415130200000003,0.276824034,0.276824034,social network,0.20013211588238491,0.9893883999037835,0.41220806577446006
brian-stelter,caroline-mccarthy,2436,314,8.8228633,0.109903461,40,1,8.8228633,0.109903461,6.79377081,0.375580353,6.79377081,0.375580353,6.97237713,0.354697594,0.270642202,0.270642202,social network,0.3098511601406577,1.0588748256352705,0.4168199625125986
brynn-evans,chris-messina7,1208,690,6.331048947999999,0.425705413,399,1,6.331048947999999,0.425705413,5.900945664,0.47339786799999994,5.900945664,0.47339786799999994,6.920327384,0.35777519700000004,0.602201258,0.602201258,social network,1.1898684329422644,1.3231712873600903,0.3696823698006043
caroline-mccarthy,maya-baratz,1543,250,9.606081116,0.093934793,149,1,9.606081116,0.093934793,6.678063441,0.437008258,6.678063441,0.437008258,6.873507204,0.41681996299999996,0.18223028100000002,0.18223028100000002,social network,0.22536059051471105,1.0484340885563583,0.48929364216528437
cassel-kroll,erin27,998,504,8.371863183,0.193514047,39,1,8.371863183,0.193514047,4.4263033510000005,0.6338951110000001,4.4263033510000005,0.6338951110000001,4.49758994,0.6269554270000001,0.049586777,0.049586777,social network,0.30865678589939055,1.0110688634329343,0.5663836286672195
celsius,nya-buro-kisaragi,821,825,4.59396345,0.35566595700000003,8,1,4.59396345,0.35566595700000003,2.036695161,0.776178487,2.036695161,0.776178487,2.035543236,0.7763327529999999,0.480769231,0.480769231,social network,0.4581359676319106,0.9998012888166784,0.7771205477414045
chet-gulland,hashem-bajwa,950,201,8.140022888999999,0.117065548,50,1,8.140022888999999,0.117065548,5.713847885,0.45300322299999995,5.713847885,0.45300322299999995,5.9115063139999995,0.42915355200000005,0.26196473600000003,0.26196473600000003,social network,0.2727824282344516,1.0555737471794242,0.39200753007868283
chris-mccann8,amy-cagle,569,194,7.996994803,0.197159255,49,1,7.996994803,0.197159255,6.295989982,0.4136343,6.295989982,0.4136343,6.45705346,0.39470517899999996,0.128252788,0.128252788,social network,0.4995101799766352,1.0479576200341674,0.5758528613857302
chris-messina7,brynn-evans,1117,522,7.071132372,0.343011325,399,1,7.071132372,0.343011325,6.369407516,0.42400029899999997,6.369407516,0.42400029899999997,6.844489721,0.36968237,0.585626911,0.585626911,social network,0.9278541603160573,1.1469313481191976,0.3577751970249808
chris-oleary,brian-van-nieuwenhoven,915,729,7.836614885,0.309404812,20,1,7.836614885,0.309404812,5.989449125,0.503794081,5.989449125,0.503794081,6.242539087999999,0.478495622,0.123943662,0.123943662,social network,0.6466199433690951,1.0528708264753988,0.3945211658471588
chuck-reynolds,jay-thompson,897,198,9.055618979,0.076147491,8,1,9.055618979,0.076147491,5.000729831,0.5719551589999999,5.000729831,0.5719551589999999,5.062262977,0.565664178,0.073353293,0.073353293,social network,0.13461607427437272,1.0111214060297096,0.4681343368196278
conner-mccall,eric-petersen,1918,302,8.558293604,0.031797147000000005,14,1,8.558293604,0.031797147000000005,6.040586755,0.413356326,6.040586755,0.413356326,5.969627322999999,0.422062892,0.40302267,0.40302267,social network,0.07533746179230559,0.9793714013597764,0.48024938947995127
cooper-smith7,marques-gartrell,492,143,8.202155941000001,0.133817924,62,1,8.202155941000001,0.133817924,4.72120862,0.5759031729999999,4.72120862,0.5759031729999999,4.8049541389999995,0.5668284720000001,0.146341463,0.146341463,social network,0.236081867108468,1.0160096068709827,0.44239482647576617
damien-basile,stuart-tracte,1296,308,9.116936592,0.166083547,57,1,9.116936592,0.166083547,6.7539653379999995,0.43206023200000004,6.7539653379999995,0.43206023200000004,6.946565551,0.41220806600000004,0.15687993,0.15687993,social network,0.40291192894803757,1.0481605471543587,0.5006527398517069
dan-dofter,ryan-king,1018,427,7.5325133,0.217222967,26,1,7.5325133,0.217222967,5.302524096,0.5030669729999999,5.302524096,0.5030669729999999,5.536351614,0.47586954,0.296296296,0.296296296,social network,0.45647587992288813,1.0571531285654465,0.42515811174930834
daniel-newman,micah-baldwin,1443,233,8.914182442000001,0.078161947,39,1,8.914182442000001,0.078161947,6.162008942999999,0.44027229799999995,6.162008942999999,0.44027229799999995,6.358108791,0.41806190299999996,0.186468647,0.186468647,social network,0.1869626159167151,1.0531270485079336,0.4545639272941025
danielle-morrill,mark-condon,380,135,7.115911205,0.24751739,23,1,7.115911205,0.24751739,5.568205282999999,0.454392077,5.568205282999999,0.454392077,5.77805687,0.42830277899999997,0.10746268699999999,0.10746268699999999,social network,0.577902834480558,1.0609132120527287,0.5837425872551799
darrell-whitelaw,daniel-lammon,240,149,7.232070093,0.32964859,28,1,7.232070093,0.32964859,6.267879842,0.43991635100000004,6.267879842,0.43991635100000004,6.3938283689999995,0.42597603799999995,0.056686047,0.056686047,social network,0.773866510303568,1.0327255802120965,0.47412858323708573
dave-edwards,dawn-winchester,851,416,6.607024588,0.279423059,18,1,6.607024588,0.279423059,2.924223648,0.737690805,2.924223648,0.737690805,2.9559269980000002,0.7343403079999999,0.047244094,0.047244094,social network,0.3805089492649776,1.0045625944313545,0.6215998284088085
dave-kerpen,jenna8,947,198,9.242189418999999,0.096288266,18,1,9.242189418999999,0.096288266,5.341067197,0.552615421,5.341067197,0.552615421,5.394697742999999,0.547257852,0.040236686,0.040236686,social network,0.17594679664824617,1.0097898440020923,0.5500902602528432
dave-taylor,jim-halligan,1146,405,8.840693035,0.134757727,4,1,8.840693035,0.134757727,5.875819938999999,0.489861696,5.875819938999999,0.489861696,6.0230459220000006,0.47429035399999997,0.129801325,0.129801325,social network,0.28412495818964095,1.0328308216025832,0.4053357749990312
david-berkowitz,matt-wurst,1738,386,8.924893793999999,0.15690449,19,1,8.924893793999999,0.15690449,6.56158165,0.433638739,6.56158165,0.433638739,6.68217462,0.420836159,0.096844396,0.096844396,social network,0.3728398490586927,1.0304217680116219,0.5646771822781651
david-rosen,john-burke,1473,1075,8.302790103,0.22436208100000002,31,1,8.302790103,0.22436208100000002,4.804429521,0.605062732,4.804429521,0.605062732,4.915828221,0.5942443310000001,0.097502973,0.097502973,social network,0.37755863925944627,1.0182053078769715,0.6377354043375341
dennis-yang,andrew-yang,384,315,7.379854128,0.36138834799999997,88,1,7.379854128,0.36138834799999997,7.056726499,0.395898529,7.056726499,0.395898529,7.436385233999999,0.355268664,0.12846580400000002,0.12846580400000002,social network,1.017225510212744,1.1143637734399225,0.3518420145931716
dens,nick-bilton,1095,358,8.156498286,0.22762949300000002,51,1,8.156498286,0.22762949300000002,6.335639904,0.440723271,6.335639904,0.440723271,6.561792398,0.41598556799999997,0.170860927,0.170860927,social network,0.5472052650634265,1.059467695283121,0.39939787172141483
devin-brown,damien-basile,2292,409,8.690589459,0.14545416,46,1,8.690589459,0.14545416,6.457107543999999,0.42185788799999996,6.457107543999999,0.42185788799999996,6.6686124520000005,0.398211935,0.30704225399999996,0.30704225399999996,social network,0.36526820824694767,1.0593803221894893,0.41220806577446006
doug-jaeger,jacob-cohen,285,63,7.629900312,0.24070028699999999,10,1,7.629900312,0.24070028699999999,6.533859647000001,0.38050418799999997,6.533859647000001,0.38050418799999997,6.695144686,0.360922388,0.099415205,0.099415205,social network,0.6669031764247332,1.0542548776442209,0.38669245553615933
downtownrob-marlbrough,sarah-m,652,106,8.501749364,0.097102983,15,1,8.501749364,0.097102983,6.128960016000001,0.42218881,6.128960016000001,0.42218881,6.274968042,0.40481227399999997,0.18087318100000002,0.18087318100000002,social network,0.2398716373901252,1.0429249237635518,0.4009751412315001
elysa-rice,derek-shanahan,353,23,8.744046014,0.106457275,9,1,8.744046014,0.106457275,6.358280239,0.417883801,6.358280239,0.417883801,6.393051777999999,0.41390918600000004,0.026446281000000002,0.026446281000000002,social network,0.25719959498555317,1.0096026257315294,0.4791078379324704
emily-woolf,sandy-bell,1068,399,7.809311929,0.225364779,46,1,7.809311929,0.225364779,5.570885313,0.497009099,5.570885313,0.497009099,5.696854227999999,0.48305896,0.194495413,0.194495413,social network,0.46653679501152406,1.0288787501219314,0.5005407946878229
emilyspearl,damien-basile,2292,311,9.366476324,0.06715813400000001,43,1,9.366476324,0.06715813400000001,6.643273014,0.413567319,6.643273014,0.413567319,6.809563482000001,0.395296775,0.218518519,0.218518519,social network,0.16989294688781614,1.0462198154791422,0.41220806577446006
eric-andersen,josh-bob,340,943,7.34463699,0.36627514299999997,7,1,7.34463699,0.36627514299999997,5.2026038539999995,0.5817380839999999,5.2026038539999995,0.5817380839999999,5.313170521,0.5712469020000001,0.044789762000000004,0.044789762000000004,social network,0.6411853468572508,1.0183654072578232,0.3428048390001485
eric-petersen,m-k,736,337,8.342752398,0.19994582800000002,25,1,8.342752398,0.19994582800000002,5.782358456,0.49794129,5.782358456,0.49794129,5.949769411,0.48024938899999997,0.146341463,0.146341463,social network,0.4163374958505153,1.036838987003896,0.37074027762436906
erin-gleason,erik-nordlander,837,256,8.055374261,0.198658274,64,1,8.055374261,0.198658274,6.138821108999999,0.437438977,6.138821108999999,0.437438977,6.434748846000001,0.40339073299999995,0.18914185600000002,0.18914185600000002,social network,0.4924710900584819,1.0844051219193478,0.39517213965593373
ernie-hsiung,laurie-v,525,84,8.006270514,0.159821386,16,1,8.006270514,0.159821386,6.652794649,0.34808078299999995,6.652794649,0.34808078299999995,6.930945841000001,0.312206467,0.113895216,0.113895216,social network,0.5119092744481811,1.1149057428076914,0.523495745225344
esther-assaad,sharman-ordoyne,802,204,8.869867941,0.114734863,43,1,8.869867941,0.114734863,5.28789522,0.545093226,5.28789522,0.545093226,5.363924678,0.537236418,0.139568345,0.139568345,social network,0.21356493930015,1.014624488840963,0.4458121516396825
fazz0611,hironao,283,232,5.272985428,0.41870078200000005,4,1,5.272985428,0.41870078200000005,4.442432596000001,0.53334491,4.442432596000001,0.53334491,4.66874065,0.503126249,0.11904761900000001,0.11904761900000001,social network,0.8321982461304658,1.0600617858043815,0.706078826227696
florian-seroussi,matthieu-chereau,375,18,8.445470833,0.19851356,3,1,8.445470833,0.19851356,7.026367904,0.369736068,7.026367904,0.369736068,7.069036688,0.36491791700000004,0.018773467,0.018773467,social network,0.5439951034248613,1.0132033829404983,0.5763247601860715
geoff-wood,ben-milne,470,449,7.183417495,0.291206937,25,1,7.183417495,0.291206937,4.808338163999999,0.570798619,4.808338163999999,0.570798619,4.978668964,0.552412824,0.166320166,0.166320166,social network,0.5271545560643972,1.0332827085129361,0.48177108521741135
gijsbregt-brouwer,yuri-van-geest,1562,361,7.764500097000001,0.128763294,15,1,7.764500097000001,0.128763294,5.2945529,0.48096495200000006,5.2945529,0.48096495200000006,5.089541662,0.505850778,0.22829582,0.22829582,social network,0.2545479805508968,0.9508040175436877,0.5098374939375738
halle-tecco,jay-parekh,740,290,8.158938251,0.244892332,27,1,8.158938251,0.244892332,6.262698521,0.459271362,6.262698521,0.459271362,6.427067253,0.441887611,0.058343057000000004,0.058343057000000004,social network,0.5541959672637212,1.0393397564612872,0.5513285459631999
hashem-bajwa,chet-gulland,803,214,8.053191411,0.166519341,50,1,8.053191411,0.166519341,6.125301072,0.420960328,6.125301072,0.420960328,6.366662953,0.39200753,0.21987315,0.21987315,social network,0.42478607745111424,1.0738577598241543,0.4291535523127271
hawaii,thom-robinson,229,26,9.307857921,0.027379541,1,1,9.307857921,0.027379541,5.44907361,0.525669652,5.44907361,0.525669652,5.4576192820000005,0.524772881,0.037369208,0.037369208,social network,0.052174077570140295,1.0017088745102285,0.6698638290357674
henry-balanon,brandon-chesnutt,831,181,7.257167052000001,0.229900713,71,1,7.257167052000001,0.229900713,6.117070591,0.38742825399999997,6.117070591,0.38742825399999997,6.507262335,0.33604387799999996,0.36549707600000003,0.36549707600000003,social network,0.6841389712804112,1.1529097221048021,0.4937590610282073
hillary-lannan,jes-voight,658,934,7.8046765460000005,0.275792005,25,1,7.8046765460000005,0.275792005,4.486091766,0.6317271289999999,4.486091766,0.6317271289999999,4.589382881000001,0.621748591,0.103979461,0.103979461,social network,0.44357479693910556,1.0160491525745974,0.5253258915303847
iamkhayyam,damien-basile,2292,358,9.606263566,0.104601241,31,1,9.606263566,0.104601241,6.78682761,0.430662625,6.78682761,0.430662625,7.023090888,0.406340562,0.126712329,0.126712329,social network,0.2574225927265415,1.0598563502503597,0.41220806577446006
idan-cohen,zach-klein,635,236,6.74965169,0.298757058,27,1,6.74965169,0.298757058,5.601482576,0.44940218,5.601482576,0.44940218,5.902494292999999,0.41161924299999997,0.243975904,0.243975904,social network,0.7258092596025693,1.0917909880126766,0.37719170049773976
indira-vaidy,jared-elms,254,124,7.0371026489999995,0.33645608,53,1,7.0371026489999995,0.33645608,6.792451552,0.36582388899999996,6.792451552,0.36582388899999996,7.230763907,0.312721177,0.157718121,0.157718121,social network,1.0758979715658974,1.1698084936537572,0.30219261987911245
jaime-punishill,iizliz-p,561,157,8.373549066,0.143990557,34,1,8.373549066,0.143990557,4.660757529,0.594322154,4.660757529,0.594322154,4.750134759,0.585022309,0.12477064199999999,0.12477064199999999,social network,0.24612831815957295,1.015896564723996,0.39334807776972225
jake-furst,anna-frenkel,1112,205,8.493249129,0.09123053099999999,11,1,8.493249129,0.09123053099999999,5.7438153089999995,0.46422933299999997,5.7438153089999995,0.46422933299999997,5.91946156,0.44379324700000006,0.141630901,0.141630901,social network,0.20556989457750802,1.0460486637373279,0.44105317045080444
janelle-gunther,lawrence-lewitinn,908,353,8.32035152,0.205968325,3,1,8.32035152,0.205968325,6.119422126,0.463796145,6.119422126,0.463796145,6.264566107,0.448189186,0.10889774199999999,0.10889774199999999,social network,0.4595566591827586,1.034822256956463,0.36867168625551683
janine-freriks,martijn-bogaard,324,344,6.729876452,0.29672191600000003,10,1,6.729876452,0.29672191600000003,3.567907248,0.679945925,3.567907248,0.679945925,3.668377465,0.669227627,0.021806854,0.021806854,social network,0.44337965742708346,1.0160159227855665,0.5019424312830139
jason-liszka,selene-liszka,449,231,6.909711981,0.26709001,256,1,6.909711981,0.26709001,5.858766957,0.410788495,5.858766957,0.410788495,6.224753044,0.362758266,0.734824281,0.734824281,social network,0.7362754622936697,1.1324028519862865,0.3340525155316654
jasoncarlin,claire-armstrong,588,1073,6.2980708089999995,0.43226616,231,1,6.2980708089999995,0.43226616,5.019860093,0.568847775,5.019860093,0.568847775,5.401413576,0.52926553,0.30640243899999997,0.30640243899999997,social network,0.8167283442773989,1.0747871205593156,0.40752365526078277
jenn-lowther,shannon-richardson,670,250,7.12038026,0.231311088,31,1,7.12038026,0.231311088,5.508505594,0.45258964100000004,5.508505594,0.45258964100000004,5.671668552000001,0.43197081299999995,0.25245901600000004,0.25245901600000004,social network,0.5354785116002734,1.0477319934113236,0.4292539486627085
jennifer-van-grove,ben-parr,751,128,8.473461997000001,0.075570789,18,1,8.473461997000001,0.075570789,5.672130768,0.465539917,5.672130768,0.465539917,5.810344745,0.44928290000000004,0.097447796,0.097447796,social network,0.16820312769526727,1.036184366242294,0.3420485602894955
jesse-middleton,ana-h,814,127,8.728648848999999,0.08774049,31,1,8.728648848999999,0.08774049,5.994349299,0.45026594600000003,5.994349299,0.45026594600000003,6.172266442000001,0.42993405799999995,0.14571949,0.14571949,social network,0.20407894738127497,1.0472907126608706,0.4453841664305647
jessica-murray,dave-delaney,513,88,8.273976265,0.12745336599999998,9,1,8.273976265,0.12745336599999998,5.658433936000001,0.473498243,5.658433936000001,0.473498243,5.828089301,0.453866228,0.09071274300000001,0.09071274300000001,social network,0.2808170296380809,1.0432550689803692,0.4487363053323345
jill-hanner,jessica-lim,1361,1481,6.166609222999999,0.443549344,108,1,6.166609222999999,0.443549344,4.713111239,0.5978175729999999,4.713111239,0.5978175729999999,4.89839371,0.578943939,0.142405063,0.142405063,social network,0.7661352233277289,1.0326001063809391,0.5757989985756098
jim-techfrog-alden,marc-vermut,723,145,8.664202614,0.154117328,6,1,8.664202614,0.154117328,6.403785448,0.43028573600000003,6.403785448,0.43028573600000003,6.612675727,0.407169415,0.1,0.1,social network,0.37850909798811877,1.0567732254643931,0.42861218705567167
john-mccartney,ryan-lawler,1060,175,8.550510531,0.127281524,25,1,8.550510531,0.127281524,6.443537742999999,0.403242913,6.443537742999999,0.403242913,6.745570022999999,0.367685472,0.185763889,0.185763889,social network,0.34616957615339233,1.0967061352916332,0.3712597627858205
john-wallace6,patrick-stephenson,727,277,7.884438524,0.186169198,16,1,7.884438524,0.186169198,5.246898218,0.5192459220000001,5.246898218,0.5192459220000001,5.408568745,0.5010698370000001,0.159388646,0.159388646,social network,0.3715434142167292,1.036274554279347,0.448432891000606
jon-steinberg,dan-gruneberg,457,183,7.5203487970000005,0.235894992,17,1,7.5203487970000005,0.235894992,5.752854137000001,0.460027156,5.752854137000001,0.460027156,5.931078476000001,0.439105105,0.08666666699999999,0.08666666699999999,social network,0.5372176030611168,1.047647022914935,0.48398432319574547
joselin-mane,lois-ardito,411,58,8.54081116,0.16698463800000002,9,1,8.54081116,0.16698463800000002,4.752282351,0.600729541,4.752282351,0.600729541,4.764596318,0.599505165,0.040787622999999995,0.040787622999999995,social network,0.2785374467958087,1.0020423110116157,0.5000650700405225
josh-rubin,zachary-blank,1641,299,9.257872161,0.029110826,9,1,9.257872161,0.029110826,5.401159949,0.528524662,5.401159949,0.528524662,5.450414203999999,0.523334332,0.10323574699999999,0.10323574699999999,social network,0.055625676016225895,1.0099178090995184,0.45766910736600064
josh-weinberger-kitson,mike-street,771,609,8.909229222,0.142867705,4,1,8.909229222,0.142867705,2.90377307,0.7792411709999999,2.90377307,0.7792411709999999,2.9487431,0.775333175,0.07904191599999999,0.07904191599999999,social network,0.18426620916872288,1.0050404085959561,0.4307554853720446
jp-kim,sunghwan-kim,548,417,7.432588984,0.34986022299999997,7,1,7.432588984,0.34986022299999997,6.488971155,0.45015198100000003,6.488971155,0.45015198100000003,6.808327994,0.41691952200000004,0.052837573,0.052837573,social network,0.8391552914617415,1.079709529648746,0.5303411704661943
kaichi-kuroda,syochin,1270,1282,6.624554336,0.368659939,5,1,6.624554336,0.368659939,4.004613078,0.657621087,4.004613078,0.657621087,4.151557865,0.6427526960000001,0.098231827,0.098231827,social network,0.5735642048555483,1.0231323666046512,0.6368809021001895
kat-egan,seth-weisfeld,544,30,8.712979482,0.057916878,4,1,8.712979482,0.057916878,6.941435938,0.322767358,6.941435938,0.322767358,7.113337747,0.300634397,0.06431535299999999,0.06431535299999999,social network,0.1926488737747464,1.073620853837294,0.47089238251974597
kate-ritchie,stuart-tracte,1298,186,9.450681763,0.072954996,3,1,9.450681763,0.072954996,6.131343246,0.47557038700000004,6.131343246,0.47557038700000004,6.252727475,0.46293967799999997,0.058757062,0.058757062,social network,0.15759071746708217,1.0272837036880647,0.5006527398517069
keith-robinson,sarah-harrison,932,673,6.64260779,0.380276283,398,1,6.64260779,0.380276283,5.7324914510000005,0.483971625,5.7324914510000005,0.483971625,6.232097342,0.427945305,0.508650519,0.508650519,social network,0.8886095455586316,1.130919347274998,0.42395118954363786
kevin-silverman,john-mccartney,998,497,8.276971826,0.21456956800000002,22,1,8.276971826,0.21456956800000002,5.337341797,0.546737319,5.337341797,0.546737319,5.5056153310000004,0.529573063,0.11328125,0.11328125,social network,0.4051746264896408,1.0324114974858531,0.3676854719657341
kevin-skobac,max-steinman,491,219,7.887581445,0.270373756,23,1,7.887581445,0.270373756,6.5141041,0.42738946200000005,6.5141041,0.42738946200000005,6.714622309,0.40552189899999996,0.063118812,0.063118812,social network,0.6667303459239325,1.0539244934833965,0.36213048628902944
keynas-jeong,wungjae-hyun,960,322,7.247498322999999,0.068153936,22,1,7.247498322999999,0.068153936,4.453092364,0.532469154,4.453092364,0.532469154,4.26102728,0.5575663000000001,0.301775148,0.301775148,social network,0.12223467594795451,0.9549880507484041,0.7206100629347713
kristin-maverick,nathan-folkman,2086,218,9.291523300000001,0.034827211000000004,30,1,9.291523300000001,0.034827211000000004,6.979503827,0.35763437200000003,6.979503827,0.35763437200000003,7.115549481,0.341639165,0.192023634,0.192023634,social network,0.10194150603312709,1.0468190085876132,0.5105361846210126
