userid_x,userid_y,N_previous,n_prev_match,CE_alter,Pi_alter,meetup,Rank,CCE_alters,Pi_alters,CCE_ego_alter,Pi_ego_alter,CCE_ego_alters,Pi_ego_alters,LZ_entropy,Pi,ODLR,CODLR
aaron-cruz,scott-shinn,470,37,8.61079597,0.130401677,0,14,7.359372431,0.30046508,6.423952175,0.411807408,5.844598912,0.476640572,6.495186184,0.403639354,0.034201954,0.205211726
aaron-cruz,heather-macdonald,645,35,9.068438626,0.052910735,0,15,7.355097914,0.30099658,6.433448487,0.410721146,5.830092596,0.478229533,6.495186184,0.403639354,0.034201954,0.21009772
aaron-cruz,chris-dalessandro,727,38,9.213797941,0.020597522,0,16,7.340136692,0.302854989,6.428617315,0.411273874,5.815057946,0.47987468,6.495186184,0.403639354,0.029315961,0.216612378
aaron-landry,ed-kohler,1953,614,8.253133693,0.208898912,111,1,8.253133693,0.208898912,6.29961788,0.44095782,6.29961788,0.44095782,6.478684347,0.421275305,0.298342541,0.298342541
aaron-landry,ang-dezelske,804,311,8.288601816,0.204204997,46,2,7.779926186,0.269376015,6.30528305,0.440338928,6.180096655,0.453958438,6.478684347,0.421275305,0.151933702,0.359116022
aaron-landry,brian-moen,1126,577,7.767998049,0.270855243,44,3,7.168999209,0.342853973,6.22370033,0.449227972,6.036842531,0.469401523,6.478684347,0.421275305,0.21961326,0.412983425
aaron-landry,taylor-carik,533,243,8.027035288,0.238259117,20,4,7.033814199,0.358556451,6.294936822,0.441469018,5.968891773,0.476675124,6.478684347,0.421275305,0.158839779,0.437845304
aaron-landry,james-l,1034,319,8.569211547,0.166065424,12,5,6.863904183,0.378042928,6.299954145,0.440921091,5.895401647,0.484505064,6.478684347,0.421275305,0.127071823,0.461325967
aaron-landry,conner-mccall,943,231,8.844910625,0.126384288,8,6,6.74722319,0.391272076,6.335615849,0.437021038,5.85575344,0.488713754,6.478684347,0.421275305,0.180939227,0.48480663
aaron-landry,chase-turner,1104,147,9.379758839,0.035960454,7,7,6.711845377,0.395259527,6.390265412,0.431025393,5.832538528,0.49117301,6.478684347,0.421275305,0.13121547,0.494475138
aaron-landry,e-radicator,1726,412,8.830332504,0.128552758,5,8,6.670993371,0.399850583,6.337388459,0.436826926,5.820425169,0.492454765,6.478684347,0.421275305,0.190607735,0.508287293
aaron-landry,m-k,736,253,8.400270033,0.189251787,4,9,6.53724193,0.414783696,6.313299044,0.4394628,5.762742453,0.498544656,6.478684347,0.421275305,0.142265193,0.541436464
aaron-landry,erik-hess,1128,235,9.019290625,0.099647693,4,10,6.516320245,0.417106228,6.361625714,0.434170364,5.7442557,0.50049164,6.478684347,0.421275305,0.143646409,0.54558011
aaron-landry,adam-bezdicek,669,228,8.376439463,0.192466075,3,11,6.474043483,0.421788604,6.31915252,0.43882272,5.71416744,0.503655555,6.478684347,0.421275305,0.128453039,0.553867403
aaron-landry,cory-vandenberghe,796,49,9.393350738,0.033063218,3,12,6.46774836,0.422484595,6.44058887,0.425483737,5.709128113,0.50418487,6.478684347,0.421275305,0.085635359,0.560773481
aaron-landry,marcos-lopez-carlson,896,182,8.946728791,0.110967119,3,13,6.448286693,0.424634285,6.374306207,0.432778686,5.69419312,0.505752597,6.478684347,0.421275305,0.133977901,0.57320442
aaron-landry,lisa-grimm,1010,118,9.394240836,0.032870697,3,14,6.420853658,0.427659369,6.387488909,0.431330565,5.678106236,0.507439575,6.478684347,0.421275305,0.10359116,0.580110497
aaron-landry,marrina,1029,177,9.243754602,0.06210107,3,15,6.388939546,0.431171129,6.325559505,0.438121812,5.65549723,0.5098076,6.478684347,0.421275305,0.139502762,0.58839779
aaron-landry,ian-schwartz,1215,215,9.201154823,0.069613145,3,16,6.382472786,0.431881746,6.400139551,0.429939615,5.647979132,0.510594281,6.478684347,0.421275305,0.099447514,0.593922652
aaron-landry,chris-weiss2,205,17,7.611092901,0.290134423,1,17,6.371033294,0.433138006,6.451395245,0.424291124,5.642635383,0.511153215,6.478684347,0.421275305,0.024861878,0.599447514
aaron-landry,krista-s1,431,150,8.108678433,0.227763705,1,18,6.345317937,0.435958303,6.36265234,0.434057739,5.626765453,0.512812032,6.478684347,0.421275305,0.099447514,0.600828729
aaron-landry,mike-mcintee,505,94,8.555097725,0.168031171,1,19,6.320203701,0.438707745,6.386760745,0.431410589,5.609137412,0.514652673,6.478684347,0.421275305,0.070441989,0.607734807
aaron-landry,tom-elko,523,102,8.568717263,0.166134361,1,20,6.301195124,0.440785538,6.387569515,0.431321706,5.594494493,0.516180071,6.478684347,0.421275305,0.080110497,0.610497238
aaron-landry,paul-barber,883,145,9.43196655,0.024308153,1,21,6.293625016,0.441612245,6.393884385,0.430627533,5.589308875,0.516720644,6.478684347,0.421275305,0.117403315,0.614640884
aaron-landry,rich-goldsmith,314,27,8.177916861,0.218770668,0,22,6.281690316,0.442914708,6.442085137,0.425318662,5.581815973,0.517501428,6.478684347,0.421275305,0.023480663,0.616022099
aaron-landry,andrew-gruhn,391,84,8.244969087,0.209975825,0,23,6.263792234,0.444865945,6.417718943,0.428004661,5.568196438,0.518919688,6.478684347,0.421275305,0.044198895,0.617403315
aaron-landry,kristi-roen,426,27,8.611813758,0.160097289,0,24,6.254926261,0.445831611,6.45503083,0.423889685,5.562956169,0.519465058,6.478684347,0.421275305,0.038674033,0.622928177
aaron-landry,anthony-maki,673,79,9.017921572,0.099864178,0,25,6.227448817,0.448820645,6.401644346,0.429774078,5.542846133,0.521556306,6.478684347,0.421275305,0.056629834,0.625690608
aaron-rutledge,marci-ikeler,1079,331,6.183070219,0.341496862,196,1,6.183070219,0.341496862,5.438976335,0.44275902,5.438976335,0.44275902,5.696165647,0.408698827,0.708661417,0.708661417
aaron-rutledge,chuck-masucci,561,204,6.58214412,0.283175938,38,2,5.679227071,0.410970353,5.558916618,0.426987744,5.28202412,0.463114515,5.696165647,0.408698827,0.24015748,0.775590551
aaron-rutledge,michael-kantrow,1176,159,7.826165255,0.061313537,34,3,5.459939951,0.440016237,5.667217629,0.412578371,5.142294035,0.480979393,5.696165647,0.408698827,0.244094488,0.850393701
aaron-rutledge,danny-nathan,1415,173,7.872536316,0.04938388,30,4,5.416979093,0.44563087,5.843170459,0.388807638,5.128712305,0.482703365,5.696165647,0.408698827,0.224409449,0.866141732
aaron-rutledge,andrew-hess,271,132,6.553651341,0.287455268,25,5,5.330416904,0.456871594,5.477707038,0.437687149,5.067029609,0.490505701,5.696165647,0.408698827,0.169291339,0.881889764
aaron-rutledge,richard-whitesell,520,84,7.778245281,0.072770602,14,6,5.29669468,0.461225018,5.633934206,0.417024172,5.043454325,0.493476088,5.696165647,0.408698827,0.114173228,0.881889764
aaron-rutledge,beep-iams,552,111,7.520631331,0.126552783,13,7,5.241105643,0.468370589,5.576423247,0.424669533,4.999807775,0.498958521,5.696165647,0.408698827,0.177165354,0.885826772
aaron-rutledge,thais-lima,664,174,7.044500071,0.210584056,13,8,5.175250425,0.476787033,5.603966567,0.421013732,4.971477796,0.502505436,5.696165647,0.408698827,0.212598425,0.897637795
aaron-rutledge,hanna-kim,592,86,7.917335786,0.036587815,8,9,5.150390676,0.479950621,5.617310456,0.419238825,4.951996565,0.504939228,5.696165647,0.408698827,0.145669291,0.901574803
aaron-rutledge,gardenia,300,85,7.080297198,0.204667912,4,10,5.120203322,0.483782329,5.516453158,0.432593384,4.927493319,0.507994376,5.696165647,0.408698827,0.11023622,0.905511811
aaron-rutledge,dom-goodrum,267,10,7.946383542,0.027065944,0,11,5.116746432,0.484220429,5.680531217,0.410795609,4.924746394,0.508336454,5.696165647,0.408698827,0.07480315,0.905511811
aaron-rutledge,conrad,320,41,7.73052132,0.083563051,0,12,5.093882006,0.487114565,5.575159223,0.424837054,4.905192195,0.510769135,5.696165647,0.408698827,0.070866142,0.909448819
abbott,greg-dean,1244,403,7.116428905,0.235217878,43,1,7.116428905,0.235217878,5.157484417,0.4976513,5.157484417,0.4976513,5.207208819,0.491620568,0.247588424,0.247588424
abbott,cyrus-k,758,324,7.044165097,0.246136502,24,2,6.643208471,0.304437659,5.056212591,0.509855979,5.068854184,0.50833813,5.207208819,0.491620568,0.189710611,0.292604502
abbott,ryan-spoon,221,335,5.683912755,0.432449399,5,3,5.962439247,0.396639261,4.961618533,0.521163402,4.925914966,0.525408469,5.207208819,0.491620568,0.064308682,0.324758842
abbott,maya-baratz,1541,274,8.13004896,0.054557723,5,4,5.938713139,0.399728504,5.214088317,0.49078419,4.933262124,0.524535922,5.207208819,0.491620568,0.266881029,0.450160772
abbott,matt-pakes,370,47,8.113890983,0.058392557,2,5,5.91028543,0.403420118,5.158216635,0.497562679,4.919167308,0.52620936,5.207208819,0.491620568,0.08681672,0.469453376
abbott,isaac-hall,500,169,7.557396134,0.16488306,2,6,5.825038458,0.414427412,5.079850767,0.507016494,4.879528402,0.530905299,5.207208819,0.491620568,0.138263666,0.491961415
abbott,benjamin-shapiro,226,40,7.489166096,0.176265818,1,7,5.803265172,0.417223985,5.167030763,0.496495461,4.866218154,0.532478752,5.207208819,0.491620568,0.045016077,0.498392283
abbott,hiten-shah,279,137,7.06492881,0.243013718,0,8,5.710001869,0.429136144,5.089292721,0.505880735,4.831994224,0.536516726,5.207208819,0.491620568,0.045016077,0.508038585
abbott,david-hegarty,315,97,7.495791673,0.175170001,0,9,5.64866569,0.43691274,5.12189274,0.501952419,4.803691038,0.539847729,5.207208819,0.491620568,0.077170418,0.530546624
abbott,brian-phillips,323,50,7.898982483,0.103607742,0,10,5.62658396,0.439701441,5.131893479,0.50074517,4.788948551,0.541579776,5.207208819,0.491620568,0.109324759,0.54340836
adam-cohen,jim-cook,358,15,8.383814253,0.048230804,2,1,8.383814253,0.048230804,5.037719473,0.525627325,5.037719473,0.525627325,5.057677005,0.523321975,0.029972752,0.029972752
adam-cohen,alexis-karlin,392,32,8.384215935,0.04813543,2,2,8.264231426,0.074406855,5.032633041,0.526214306,5.015341861,0.528208011,5.057677005,0.523321975,0.016348774,0.038147139
adam-cohen,tom-cummings,854,190,8.371594823,0.051100972,2,3,8.151027015,0.09663411,4.993058212,0.530773454,4.960294426,0.534537496,5.057677005,0.523321975,0.079019074,0.095367847
adam-cohen,scott-henderson2,190,68,8.067841604,0.112003454,0,4,7.889378984,0.143104115,5.013968232,0.52836628,4.928041398,0.538233675,5.057677005,0.523321975,0.040871935,0.111716621
adam-cohen,nick-huhn,205,2,7.673316135,0.178359943,0,5,7.871936336,0.146035263,5.054041538,0.523742183,4.924898603,0.538593352,5.057677005,0.523321975,0.008174387,0.111716621
adam-cohen,peter-salvitti,210,4,7.687826869,0.176056875,0,6,7.837478728,0.151777526,5.050425876,0.524159984,4.918638306,0.539309557,5.057677005,0.523321975,0.005449591,0.117166213
adam-cohen,marcus-andrews,266,15,8.090497861,0.107882994,0,7,7.78106053,0.161050233,5.045539926,0.524724386,4.909564467,0.540347038,5.057677005,0.523321975,0.024523161,0.130790191
adam-cohen,david-henderson,267,18,7.937944217,0.134850747,0,8,7.709517286,0.172598532,5.046038678,0.524666782,4.901501456,0.541268344,5.057677005,0.523321975,0.016348774,0.141689373
adam-cohen,jonathan-richman,270,17,7.960553222,0.130959255,0,9,7.630869848,0.185050088,5.041776062,0.525159025,4.889497667,0.542638894,5.057677005,0.523321975,0.013623978,0.147138965
adam-cohen,rich-nadworny,358,4,8.454761614,0.029959736,0,10,7.614379211,0.187631103,5.050882673,0.524107206,4.883770519,0.54329236,5.057677005,0.523321975,0.013623978,0.155313351
adam-cohen,dave-raffaele,363,40,8.22130661,0.083050055,0,11,7.500581438,0.205185334,5.022976735,0.527328023,4.858011692,0.546227941,5.057677005,0.523321975,0.029972752,0.166212534
adam-cohen,amanda-johnson4,371,31,8.321413422,0.06235788,0,12,7.448562788,0.213071053,5.030606452,0.526448112,4.844651686,0.547748255,5.057677005,0.523321975,0.051771117,0.188010899
adam-cohen,michael-pace,390,22,8.458516631,0.028878093,0,13,7.410335569,0.218814884,5.038350911,0.52555444,4.83103922,0.549295725,5.057677005,0.523321975,0.024523161,0.196185286
adam-cohen,bryan-maleszyk,428,44,8.423069182,0.038538248,0,14,7.382026295,0.223041725,5.031400273,0.526356534,4.815478536,0.55106273,5.057677005,0.523321975,0.016348774,0.196185286
adam-cohen,edward-boches,465,89,8.234567177,0.080411489,0,15,7.313303102,0.233212294,5.000780324,0.52988493,4.784278387,0.554599472,5.057677005,0.523321975,0.032697548,0.198910082
adam-fullerton,tara-c,374,136,7.623639776,0.262580727,31,1,7.623639776,0.262580727,6.459088961,0.404513018,6.459088961,0.404513018,6.737429665,0.371980081,0.117845118,0.117845118
adam-fullerton,christian-rodriguez,651,150,8.245196325,0.178379368,17,2,7.684922489,0.254613954,6.437410742,0.407015844,6.275135345,0.425616192,6.737429665,0.371980081,0.122895623,0.173400673
adam-fullerton,james-oconnor,336,95,7.737744225,0.247696275,10,3,7.241018143,0.311036867,6.528703545,0.396446246,6.142074585,0.44069596,6.737429665,0.371980081,0.077441077,0.222222222
adam-fullerton,jameel-khalfan,691,134,8.427004419,0.151925665,9,4,7.199917486,0.316122565,6.486959269,0.401288908,6.051551418,0.450869655,6.737429665,0.371980081,0.109427609,0.249158249
adam-fullerton,ali-powell,349,30,8.227297886,0.180928689,1,5,7.142550924,0.323185578,6.638389994,0.383642556,6.016702467,0.45476827,6.737429665,0.371980081,0.047138047,0.262626263
adam-fullerton,michael-durwin,725,85,8.833247648,0.087614922,1,6,6.929174965,0.349112611,6.603163813,0.387767185,5.953112436,0.461856863,6.737429665,0.371980081,0.057239057,0.296296296
adam-fullerton,zev-h,165,4,7.340177326,0.298676933,0,7,6.919581177,0.35026615,6.723307578,0.373649072,5.947399096,0.462492159,6.737429665,0.371980081,0.02020202,0.304713805
adam-fullerton,nicole-lentine,166,7,7.329353346,0.300032462,0,8,6.893637433,0.353380514,6.720260325,0.374008939,5.937239349,0.463621232,6.737429665,0.371980081,0.003367003,0.306397306
adam-fullerton,danwen,410,44,8.352233206,0.162935156,0,9,6.853879822,0.35813895,6.652167785,0.382026004,5.918679761,0.465681678,6.737429665,0.371980081,0.043771044,0.313131313
adam-fullerton,kyle-paice,756,87,8.874709291,0.080422863,0,10,6.790464263,0.365694013,6.602195705,0.387880369,5.883768797,0.469550039,6.737429665,0.371980081,0.062289562,0.326599327
adam-jackson,tia-marie,489,208,7.955729922,0.196129403,5,1,7.955729922,0.196129403,4.316948533,0.626604683,4.316948533,0.626604683,4.40991272,0.617046279,0.052325581,0.052325581
adam-jackson,maria-ogneva,915,433,7.828338832,0.214188636,3,2,7.55578479,0.251590239,4.305574758,0.627770164,4.241889614,0.634280196,4.40991272,0.617046279,0.083333333,0.108527132
adam-jackson,andrew-mager,1782,368,8.865395667,0.045524698,3,3,7.756174653,0.22424531,4.366615754,0.621505163,4.233288084,0.635157407,4.40991272,0.617046279,0.091085271,0.166666667
adam-jackson,lauren-hannah,838,166,8.840869106,0.050740835,2,4,7.678820784,0.234897775,4.350570794,0.623154355,4.208447925,0.637687946,4.40991272,0.617046279,0.054263566,0.184108527
adam-jackson,brady-becker,247,209,7.072202278,0.31467443,1,5,7.007804836,0.322813027,4.312971468,0.627012314,4.158312583,0.642783008,4.40991272,0.617046279,0.042635659,0.209302326
adam-jackson,alfred-falciani,280,42,7.931810555,0.199551901,1,6,6.961334071,0.328651958,4.38395557,0.619720948,4.146660202,0.64396483,4.40991272,0.617046279,0.040697674,0.224806202
adam-jackson,matthew-fong,373,187,7.690552124,0.233290378,1,7,6.865926546,0.340553197,4.329461961,0.62532143,4.115599937,0.647110714,4.40991272,0.617046279,0.036821705,0.224806202
adam-jackson,kathy-jacobs,400,4,8.623409457,0.091886806,1,8,6.864471886,0.340733774,4.408368105,0.617205565,4.115018806,0.647169513,4.40991272,0.617046279,0.005813953,0.226744186
adam-jackson,derek-overbey,944,366,8.120808,0.17206385,1,9,6.711466624,0.359585533,4.315231991,0.626780634,4.090092682,0.64968945,4.40991272,0.617046279,0.054263566,0.236434109
adam-jackson,tina-hui,1803,351,8.953337522,0.024606965,1,10,6.81656314,0.34666659,4.370175607,0.621139029,4.109582846,0.647719414,4.40991272,0.617046279,0.112403101,0.255813953
adam-jackson,jake-mates,189,9,7.5221126,0.256108227,0,11,6.81333068,0.347065885,4.404802173,0.617573235,4.108289262,0.647850245,4.40991272,0.617046279,0.007751938,0.255813953
adam-jackson,david-young7,224,16,7.734003378,0.22731163,0,12,6.805114029,0.348080295,4.399709994,0.618098123,4.10510338,0.648172412,4.40991272,0.617046279,0.013565891,0.259689922
adam-jackson,rebecca-woodcock,229,337,6.533960865,0.381120559,0,13,6.713765393,0.359304334,4.292492206,0.629109682,4.067199866,0.652000251,4.40991272,0.617046279,0.01744186,0.261627907
adam-jackson,jeremy-franklin,299,11,8.170724867,0.164617692,0,14,6.710877332,0.359657609,4.404273289,0.617627759,4.065929533,0.652128378,4.40991272,0.617046279,0.001937984,0.261627907
adam-jackson,patrick-roanhouse,325,52,8.86625827,0.045337799,0,15,6.703083298,0.360610519,4.392858903,0.618804041,4.061801512,0.652544662,4.40991272,0.617046279,0.013565891,0.263565891
adam-jackson,kevin-doyle,342,6,8.388019606,0.131076315,0,16,6.68817301,0.362431541,4.404271868,0.617627905,4.058276799,0.652900019,4.40991272,0.617046279,0.009689922,0.269379845
adam-jackson,jim-cook,359,6,8.461757929,0.11918741,0,17,6.676052037,0.363910039,4.405377718,0.617513898,4.056688359,0.653060136,4.40991272,0.617046279,0.003875969,0.271317829
adam-jackson,ben-hughes9,363,27,8.369868156,0.133958528,0,18,6.667283221,0.364978611,4.397168056,0.618360074,4.052923898,0.653439535,4.40991272,0.617046279,0.021317829,0.275193798
adam-jackson,chris-hutchins,388,52,8.342756161,0.138233435,0,19,6.645853362,0.367586429,4.371325049,0.621020789,4.044993793,0.654238464,4.40991272,0.617046279,0.044573643,0.279069767
adam-jackson,alexander-drewniak,401,17,8.561186834,0.10262732,0,20,6.642427047,0.368002904,4.401251425,0.617939254,4.04335556,0.654403459,4.40991272,0.617046279,0.009689922,0.279069767
adam-jackson,sean-percival,424,16,8.695605471,0.078963966,0,21,6.636995194,0.368662888,4.400037455,0.618064374,4.041038333,0.654636809,4.40991272,0.617046279,0.013565891,0.282945736
adam-jackson,sean-weigold-ferguson,455,5,8.803630174,0.058353313,0,22,6.622836622,0.370381653,4.405916861,0.617458312,4.038689999,0.654873256,4.40991272,0.617046279,0.003875969,0.286821705
adam-jackson,dave-delaney,513,4,8.981519179,0.016364832,0,23,6.619574824,0.370777301,4.405281294,0.617523839,4.037414661,0.655001651,4.40991272,0.617046279,0.005813953,0.28875969
adam-jackson,melody-mccloskey,614,91,8.919732064,0.033154361,0,24,6.582780457,0.375232277,4.357113652,0.62248205,4.02544707,0.656205975,4.40991272,0.617046279,0.054263566,0.294573643
adam-jackson,ben-parr,751,332,7.98184882,0.192374534,0,25,6.550850235,0.379086379,4.295797025,0.62877141,4.005000041,0.658261446,4.40991272,0.617046279,0.085271318,0.302325581
adam-jackson,peter-kazanjy,810,192,8.674518175,0.082796694,0,26,6.543955769,0.379917127,4.350952437,0.623115148,3.997660479,0.658998605,4.40991272,0.617046279,0.040697674,0.304263566
adam-jackson,daynah,817,136,8.952475237,0.024839603,0,27,6.53115794,0.381457852,4.36694943,0.621470848,3.991700516,0.659596944,4.40991272,0.617046279,0.025193798,0.30620155
adam-jackson,antone-johnson,858,174,8.833710201,0.052230736,0,28,6.517534528,0.383096052,4.361076523,0.622074711,3.986648219,0.660103978,4.40991272,0.617046279,0.032945736,0.308139535
adam-jackson,dave-schumaker,1055,376,8.212596717,0.158303746,0,29,6.505374979,0.384556563,4.316615298,0.626638843,3.983294325,0.660440475,4.40991272,0.617046279,0.081395349,0.312015504
adam-jackson,patrick-m,1180,300,8.779669946,0.063091519,0,30,6.517549377,0.383094268,4.363144305,0.621862124,3.986197016,0.660149252,4.40991272,0.617046279,0.032945736,0.317829457
adam-ostrow,chrissie-brodigan,152,15,7.102775427,0.22161656,1,1,7.102775427,0.22161656,4.747595605,0.539322383,4.747595605,0.539322383,4.785899322,0.534739914,0.042253521,0.042253521
adam-ostrow,craig-kanalley,260,25,7.758126449,0.108149502,1,2,7.385651505,0.175458109,4.74781127,0.539296623,4.710895999,0.543699324,4.785899322,0.534739914,0.056338028,0.095070423
adam-ostrow,jesse-thomas,350,28,8.140667921,0.01201814,1,3,7.495639279,0.156543791,4.738134285,0.540452049,4.669821726,0.548582323,4.785899322,0.534739914,0.042253521,0.11971831
adam-ostrow,jason-beckerman,154,10,7.169114679,0.211065768,0,4,7.399384399,0.173130715,4.760289929,0.537805311,4.652946971,0.550583662,4.785899322,0.534739914,0.014084507,0.123239437
adam-ostrow,susan-beebe,154,5,7.226894876,0.201748845,0,5,7.357493856,0.180201904,4.77958469,0.53549637,4.647769311,0.551197175,4.785899322,0.534739914,0.01056338,0.123239437
adam-ostrow,eric-leebow,163,10,7.249954926,0.197995267,0,6,7.287583493,0.191824889,4.763739998,0.537392724,4.634620999,0.552753984,4.785899322,0.534739914,0.014084507,0.126760563
adam-ostrow,fred-abramson,176,1,7.449282732,0.164594187,0,7,7.283723242,0.192460558,4.784675704,0.534886527,4.633659285,0.552867788,4.785899322,0.534739914,0.01056338,0.13028169
adam-ostrow,gemma-craven,180,7,7.421079855,0.169434809,0,8,7.241994313,0.19929339,4.77419528,0.536141676,4.623922096,0.554019539,4.785899322,0.534739914,0.038732394,0.154929577
adam-ostrow,jorge-soto,186,1,7.847289865,0.090170321,0,9,7.232713668,0.200803643,4.784798598,0.534871803,4.62309181,0.554117706,4.785899322,0.534739914,0.014084507,0.158450704
adam-ostrow,sumaya,217,8,7.677868739,0.123549406,0,10,7.197850725,0.206447556,4.770385667,0.536597648,4.613166626,0.555290672,4.785899322,0.534739914,0.017605634,0.165492958
adam-ostrow,aaron-uhrmacher,227,16,7.65958212,0.126973415,0,11,7.103855897,0.221445911,4.748974332,0.539157692,4.587874529,0.558275426,4.785899322,0.534739914,0.028169014,0.179577465
adam-ostrow,amber-hauptman,242,2,7.897344587,0.0795495,0,12,7.104585277,0.221330691,4.780470642,0.535390262,4.586358909,0.558454091,4.785899322,0.534739914,0.007042254,0.179577465
adam-ostrow,mario-sundar,247,6,7.883921011,0.082442243,0,13,7.107893541,0.220807866,4.773001219,0.536284608,4.581914614,0.55897787,4.785899322,0.534739914,0.014084507,0.179577465
adam-ostrow,tyler-ahn,253,12,7.860180375,0.087476879,0,14,7.090704304,0.223520466,4.753937006,0.538564735,4.567232315,0.560706896,4.785899322,0.534739914,0.021126761,0.183098592
